id	title	url	policy	status	localPath	bytes
bc9e8406-4ced-4d22-a476-896c9d6b31e3	कोष्ठक शंखनाद	/radio-html/assets/audio/bc9e8406-4ced-4d22-a476-896c9d6b31e3.mp3	preview-clamp-45s	local-existing	apps/web/public/radio-html/assets/audio/bc9e8406-4ced-4d22-a476-896c9d6b31e3.mp3	4450038
eae4f2af-ad53-414e-b47b-70dcd331427a	चांदी का सिक्का	/radio-html/assets/audio/eae4f2af-ad53-414e-b47b-70dcd331427a.mp3	preview-clamp-45s	local-existing	apps/web/public/radio-html/assets/audio/eae4f2af-ad53-414e-b47b-70dcd331427a.mp3	4990086
961c3ee7-95d5-4fc3-86be-9fc9344cb1b1	चांदी का सिक्का	/radio-html/assets/audio/961c3ee7-95d5-4fc3-86be-9fc9344cb1b1.mp3	preview-clamp-45s	local-existing	apps/web/public/radio-html/assets/audio/961c3ee7-95d5-4fc3-86be-9fc9344cb1b1.mp3	5110662
ee8190df-8ed5-4fd2-b83e-f6908dad6089	तेईस दशमलव पाँच	/radio-html/assets/audio/ee8190df-8ed5-4fd2-b83e-f6908dad6089.mp3	preview-clamp-45s	local-existing	apps/web/public/radio-html/assets/audio/ee8190df-8ed5-4fd2-b83e-f6908dad6089.mp3	6883662
5430725d-e817-463d-8233-7d08e6bb2a8c	तेईस दशमलव पाँच	/radio-html/assets/audio/5430725d-e817-463d-8233-7d08e6bb2a8c.mp3	preview-clamp-45s	local-existing	apps/web/public/radio-html/assets/audio/5430725d-e817-463d-8233-7d08e6bb2a8c.mp3	7216566
7136ecc0-1cde-4b63-93df-1bd8100300b5	शंखनाद बाइनरी	/radio-html/assets/audio/7136ecc0-1cde-4b63-93df-1bd8100300b5.mp3	preview-clamp-45s	local-existing	apps/web/public/radio-html/assets/audio/7136ecc0-1cde-4b63-93df-1bd8100300b5.mp3	5050710
7ad70850-e3ae-4d26-b0e9-05197e2cb4f9	शंखनाद बाइनरी	/radio-html/assets/audio/7ad70850-e3ae-4d26-b0e9-05197e2cb4f9.mp3	preview-clamp-45s	local-existing	apps/web/public/radio-html/assets/audio/7ad70850-e3ae-4d26-b0e9-05197e2cb4f9.mp3	4536198
f6051273-d0f3-41f7-b3fe-3b657023d007	पिंगल-बाइनरी ट्राम	/radio-html/assets/audio/f6051273-d0f3-41f7-b3fe-3b657023d007.mp3	preview-clamp-45s	local-existing	apps/web/public/radio-html/assets/audio/f6051273-d0f3-41f7-b3fe-3b657023d007.mp3	5304822
ccd4fdeb-6879-4797-ae1f-f37fe6330b64	पिंगल-बाइनरी ट्राम	/radio-html/assets/audio/ccd4fdeb-6879-4797-ae1f-f37fe6330b64.mp3	preview-clamp-45s	local-existing	apps/web/public/radio-html/assets/audio/ccd4fdeb-6879-4797-ae1f-f37fe6330b64.mp3	4861926
289f8c8d-4172-4b06-aa7f-5a73fd559b01	कोर लॉग्स लाइव	/radio-html/assets/audio/289f8c8d-4172-4b06-aa7f-5a73fd559b01.mp3	preview-clamp-45s	local-existing	apps/web/public/radio-html/assets/audio/289f8c8d-4172-4b06-aa7f-5a73fd559b01.mp3	6349686
